Serial,Latitude,Longitude,Type,SensorType,Code,BeginTime,EndTime
"PI040297AD5I208512. FuturePractice:,Id:453,LandCoverOverlay:,LandCoverTypes:[Additional:[Other broad leaved and coniferous trees],Cover:11-25%,Id:4054,Name:Trees,Additional:[Other shrubs],Cover:11-25%,Id:4055,Name:Shrubs,Additional:[],Cover:51-75%,Id:4057,Name:Other ground covering plants (weeds, grasses),Additional:[],Cover:< 5%,Id:4059,Name:Sealed surfaces (roads, buildings)],LandManagement:,LandUseArea:Cultivated, agricultural land,LandUseSpot:Park,Latitude:56.57029,Longitude:-3.23714519,ParcelSize:0.01  0.5 ha,Photos:,SensorId:STC_FMT_beeches,SensorMissionManagement:false,SensorOnMulchedGround:false,SensorOvergrown:false,SensorShadedByTrees:false,SlopeAspect:,SlopePosition:Micro-high,SoilTextureClay:,SoilTextureSand:,SoilTextureSilt:,StoneContent:,SubmissionTimestamp:2018-12-14T11:41:02.754995+00:",56.57,-3.238,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_x0rc5fqv,2018-09-08T19:13:51.000Z,2019-03-28T09:13:15.000Z
PI040298AD5J214534,52.58,-7.189,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_q2q9phn2,2018-09-10T14:39:03.000Z,2019-02-23T14:17:36.000Z
PI040297AD5I209046,56.536,-3.252,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_59qzhs3v,2018-09-13T15:45:01.000Z,2019-02-24T11:23:57.000Z
PI040298AD5J214177,52.58,-7.192,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_h6w35axa,2018-09-10T14:23:48.000Z,2019-02-13T15:00:58.000Z
PI040298AD5J214704,52.581,-7.191,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_r33yq6xp,2018-09-10T14:05:14.000Z,2019-02-13T14:58:00.000Z
PI040298AD5J215002,52.581,-7.192,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_fvs41a9v,2018-09-10T13:57:40.000Z,2019-04-06T17:32:12.000Z
PI040297AD5I205735,56.394,-3.015,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_akpf3d5z,2018-09-10T14:24:00.000Z,2018-09-19T17:53:41.000Z
PI040298AD5J214286,52.579,-7.189,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_hb6ch07w,2018-09-13T10:19:02.000Z,2019-04-06T13:08:22.000Z
PI040298AD5J215010,52.58,-7.188,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_acz687zj,2018-09-12T15:37:26.000Z,2019-04-06T12:59:39.000Z
PI040297AD5I208753,56.531,-3.174,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_w3fcegcp,2018-09-09T19:29:51.000Z,2019-01-20T11:38:17.000Z
PI040297AD5I205735,56.661,-3.031,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_mgewr371,2018-09-10T14:23:28.000Z,2019-10-26T12:42:24.000Z
PI040297AD5I207680,56.531,-3.175,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_ncdvjqks,2018-09-09T19:22:50.000Z,2019-01-20T11:32:56.000Z
PI040297AD5I205716,55.728,-3.213,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_nkw7n6a2,2018-09-28T18:34:03.000Z,2019-04-02T16:14:30.000Z
PI040297AD5I209252,55.73,-3.212,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_phzwz0e2,2018-09-29T10:29:10.000Z,2019-10-18T13:59:14.000Z
PI040298AD5J214865,52.579,-7.19,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_57b7pph4,2018-09-29T13:35:15.000Z,2019-04-06T13:23:10.000Z
PI040298AD5J214488,52.578,-7.19,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_prt4srcw,2018-09-29T14:12:53.000Z,2018-12-02T14:40:07.000Z
PI040297AD5I205742,53.485,-2.237,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_b6mxq0ab,2018-09-30T13:59:37.000Z,2019-05-11T18:12:47.000Z
PI040307AA3K010150,56.425,-2.975,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_ash37zdx,2016-11-30T18:16:51.000Z,2018-07-07T12:06:29.000Z
PI040298AD5I205670,55.238,-7.318,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_7pjvckc9,2018-06-28T13:06:07.000Z,2018-12-18T20:51:17.000Z
PI040297AD5I208540,56.536,-3.251,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_k8ph47jv,2018-09-13T16:08:17.000Z,2018-10-09T12:21:49.000Z
PI040297AD5I209556,56.22,-2.926,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_5w08k139,2018-10-09T15:22:37.000Z,2019-04-01T10:31:53.000Z
PI040297AD5I208884,56.671,-3.158,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_crne9xk6,2018-08-11T17:21:38.000Z,2019-03-21T10:56:04.000Z
PI040297AD5I203733,56.672,-3.158,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_y24aq2g7,2018-09-08T16:36:52.000Z,2019-03-21T10:58:51.000Z
PI040297AD5I202693,56.672,-3.159,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_j2nkvd4y,2018-09-08T16:31:16.000Z,2019-03-21T10:55:45.000Z
PI040297AD5I207962,56.671,-3.159,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_b03fvry4,2018-09-08T16:17:55.000Z,2019-07-25T15:43:28.000Z
PI040297AD5I203079,55.733,-3.852,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_n8wck0tm,2018-09-09T08:32:09.000Z,2019-08-03T17:03:39.000Z
PI040298AD5I205833,52.581,-7.189,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_vyjznn62,2018-10-06T14:02:08.000Z,2018-12-25T12:59:29.000Z
PI040298AD5J214817,52.582,-7.188,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_qpdt3t3g,2018-10-06T14:08:32.000Z,2019-02-23T14:46:44.000Z
PI040297AD5I207506,56.221,-2.928,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_1m3twx79,2018-10-09T13:17:50.000Z,2018-10-15T13:48:13.000Z
PI040298AD5J214636,52.79,-6.75,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_nd93bsbj,2018-10-10T14:05:32.000Z,2019-04-29T11:09:23.000Z
PI040297AD5I205932,56.037,-3.814,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_3h3taytx,2018-07-28T17:41:06.000Z,2019-08-23T16:20:14.000Z
PI040297AD5I208796,56.575,-3.267,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_zkwh4mnr,2018-09-06T10:39:17.000Z,2018-11-27T14:36:03.000Z
"PI040298AD5I209485. FuturePractice:,Id:522,LandCoverOverlay:,LandCoverTypes:[Additional:[Fruit and nut trees (incl. olives)],Cover:< 5%,Id:4054,Name:Trees,Additional:[],Cover:> 91%,Id:4057,Name:Other ground covering plants (weeds, grasses)],LandManagement:,LandUseArea:Cultivated, agricultural land,LandUseSpot:Field or grazing pasture,Latitude:36.9230156,Longitude:22.6938171,ParcelSize:1  5 ha,Photos:,SensorId:17,SensorMissionManagement:true,SensorOnMulchedGround:false,SensorOvergrown:true,SensorShadedByTrees:false,SlopeAspect:,SlopePosition:Flat,SoilTextureClay:,SoilTextureSand:,SoilTextureSilt:,StoneContent:,SubmissionTimestamp:2019-02-01T10:03:27.344769+00:",54.985,-7.943,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_02w21htj,2018-10-16T15:34:06.000Z,2018-10-16T20:49:05.000Z
PI040298AD5I206707,54.986,-7.943,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_1sqxrrce,2018-10-16T14:49:39.000Z,2018-10-16T20:49:38.000Z
PI040298AD5I208454,54.985,-7.942,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_rqvd8kzt,2018-10-16T15:42:01.000Z,2018-10-16T20:42:03.000Z
PI040298AD5I207253,54.984,-7.943,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_hgzhh45e,2018-10-16T15:25:34.000Z,2018-10-16T20:55:36.000Z
PI040298AD5I206180,54.986,-7.944,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_sepxwjb1,2018-10-16T14:57:23.000Z,2018-10-16T20:42:24.000Z
PI040298AD5I213792,54.984,-7.942,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_x643re48,2018-10-16T15:19:55.000Z,2018-10-16T20:49:54.000Z
PI040298AD5J214930,54.979,-7.924,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_cjp6a2q6,2018-10-17T13:16:45.000Z,2018-10-17T14:01:45.000Z
PI040298AD5I205808,55.908,-3.523,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_1x3xq9dg,2018-11-19T14:46:01.000Z,2019-08-05T13:20:11.000Z
PI040298AD5I208825,56.577,-3.422,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_jsb3jvr7,2018-11-21T11:57:36.000Z,2019-09-13T15:37:19.000Z
PI040298AD5I213680,56.577,-3.421,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_54d36e14,2018-11-21T12:34:31.000Z,2018-11-21T13:19:31.000Z
PI040298AD5J214264,52.269,-7.132,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_r08b80k1,2018-11-19T12:05:42.000Z,2019-04-08T07:36:26.000Z
PI040298AD5J214258,52.712,-7.107,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_afc22p53,2018-10-07T14:55:44.000Z,2019-03-30T09:56:32.000Z
PI040298AD5I213812,56.558,-2.594,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_rvvfxasy,2018-11-15T14:40:55.000Z,2019-01-28T09:53:06.000Z
PI040307AD5I204265,51.478,-0.287,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_p41zmgaa,2018-11-21T14:43:09.000Z,2018-12-03T22:12:44.000Z
PI040298AD5I211263,56.507,-3.253,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_kaf9zmc1,2018-12-02T14:23:31.000Z,2019-08-02T16:51:52.000Z
PI040298AD5I211398,56.506,-3.251,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_y8vd8nmj,2018-12-02T13:58:52.000Z,2019-08-02T12:48:16.000Z
"PI040298AD5I211189. FuturePractice:,Id:413,LandCoverOverlay:,LandCoverTypes:[Additional:[Other shrubs],Cover:< 5%,Id:4055,Name:Shrubs,Additional:[],Cover:> 91%,Id:4057,Name:Other ground covering plants (weeds, grasses)],LandManagement:,LandUseArea:Cultivated, agricultural land,LandUseSpot:Field or grazing pasture,Latitude:52.2890739,Longitude:-6.793001,ParcelSize:5  10 ha,Photos:,SensorId:Haggart 1,SensorMissionManagement:true,SensorOnMulchedGround:false,SensorOvergrown:true,SensorShadedByTrees:false,SlopeAspect:,SlopePosition:Micro-high,SoilTextureClay:,SoilTextureSand:,SoilTextureSilt:,StoneContent:,SubmissionTimestamp:2018-12-01T13:32:18.068705+00:",52.297,-6.768,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_reg1c21y,2018-11-30T11:48:00.000Z,2019-07-27T09:06:19.000Z
PI040298AD5J214325,52.616,-6.828,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_frjb0xyj,2018-10-30T15:12:45.000Z,2019-07-31T17:13:27.000Z
PI040298AD5J215117,56.727,-2.764,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_dad7x6x1,2018-11-17T14:49:50.000Z,2019-06-25T12:27:15.000Z
PI040298AD5I212258,56.713,-2.782,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_92cpmzhb,2018-11-16T15:30:39.000Z,2019-06-17T09:07:25.000Z
PI040298AD5I207567,56.725,-2.763,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_wg2afshv,2018-11-17T14:55:38.000Z,2019-06-25T12:30:57.000Z
PI040298AD5I207946,56.741,-2.761,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_2058pfcb,2018-11-16T16:19:22.000Z,2019-04-03T07:13:22.000Z
PI040298AD5I208953,56.716,-2.777,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_1yjxtks7,2018-11-16T17:34:22.000Z,2019-04-28T13:36:52.000Z
PI040298AD5I212184,56.739,-2.758,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_1f7dt96v,2018-12-07T21:01:33.000Z,2019-07-17T15:35:52.000Z
PI040298AD5G203941,56.74,-2.76,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_qf9xmqxq,2018-11-16T16:09:24.000Z,2019-09-17T07:20:43.000Z
"PI040298AD5I213438. FuturePractice:,Id:421,LandCoverOverlay:,LandCoverTypes:[Additional:[Other broad leaved and coniferous trees],Cover:< 5%,Id:4054,Name:Trees,Additional:[Other shrubs],Cover:< 5%,Id:4055,Name:Shrubs,Additional:[],Cover:> 91%,Id:4056,Name:Vegetables and crops, herbs and ornamentals],LandManagement:,LandUseArea:Cultivated, agricultural land,LandUseSpot:Field or grazing pasture,Latitude:52.2882767,Longitude:-6.79539776,ParcelSize:1  5 ha,Photos:,SensorId:John Revile's 3,SensorMissionManagement:true,SensorOnMulchedGround:false,SensorOvergrown:true,SensorShadedByTrees:false,SlopeAspect:,SlopePosition:Micro-low,SoilTextureClay:,SoilTextureSand:,SoilTextureSilt:,StoneContent:,SubmissionTimestamp:2018-12-01T13:33:53.969764+00:",52.297,-6.767,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_k5hyq6ex,2018-12-04T13:01:22.000Z,2019-08-02T12:35:22.000Z
"PI040298AD5I212957. FuturePractice:,Id:424,LandCoverOverlay:,LandCoverTypes:[Additional:[],Cover:> 91%,Id:4057,Name:Other ground covering plants (weeds, grasses)],LandManagement:,LandUseArea:Cultivated, agricultural land,LandUseSpot:Field or grazing pasture,Latitude:52.2893753,Longitude:-6.79592466,ParcelSize:1  5 ha,Photos:,SensorId:Hill Field 2,SensorMissionManagement:true,SensorOnMulchedGround:false,SensorOvergrown:true,SensorShadedByTrees:false,SlopeAspect:,SlopePosition:Flat,SoilTextureClay:,SoilTextureSand:,SoilTextureSilt:,StoneContent:,SubmissionTimestamp:2018-12-01T13:34:14.134525+00:",52.299,-6.796,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_ge9rnzpm,2018-12-15T13:06:40.000Z,2019-03-30T15:01:21.000Z
PI040298AD5I211435,52.293,-6.797,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_4chta3h1,2018-12-01T16:36:51.000Z,2019-04-09T08:15:00.000Z
PI040298AD5I212604,52.34,-6.806,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_m90sz8c4,2018-12-10T15:40:32.000Z,2019-03-01T12:06:27.000Z
PI040298AD5I211430,52.289,-6.794,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_7yncj07b,2018-12-01T16:45:22.000Z,2019-03-15T11:41:43.000Z
"PI040298AD5I208878. FuturePractice:,Id:485,LandCoverOverlay:,LandCoverTypes:[Additional:[Other broad leaved and coniferous trees],Cover:< 5%,Id:4054,Name:Trees,Additional:[Fruiting shrubs (incl. grapevines),Other shrubs],Cover:< 5%,Id:4055,Name:Shrubs,Additional:[],Cover:> 91%,Id:4057,Name:Other ground covering plants (weeds, grasses)],LandManagement:,LandUseArea:Cultivated, agricultural land,LandUseSpot:Field or grazing pasture,Latitude:52.8586578,Longitude:-6.85417938,ParcelSize:5  10 ha,Photos:,SensorId:The Director,SensorMissionManagement:true,SensorOnMulchedGround:false,SensorOvergrown:false,SensorShadedByTrees:true,SlopeAspect:,SlopePosition:Micro-high,SoilTextureClay:,SoilTextureSand:,SoilTextureSilt:,StoneContent:,SubmissionTimestamp:2019-01-07T15:11:37.843032+00:",52.859,-6.852,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_2b6br30v,2018-12-26T13:07:20.000Z,2019-10-28T16:47:11.000Z
"PI040298AD5I210056. FuturePractice:,Id:484,LandCoverOverlay:,LandCoverTypes:[Additional:[],Cover:> 91%,Id:4057,Name:Other ground covering plants (weeds, grasses)],LandManagement:,LandUseArea:Cultivated, agricultural land,LandUseSpot:Field or grazing pasture,Latitude:52.8588448,Longitude:-6.852719,ParcelSize:5  10 ha,Photos:,SensorId:The Institution,SensorMissionManagement:true,SensorOnMulchedGround:false,SensorOvergrown:true,SensorShadedByTrees:false,SlopeAspect:,SlopePosition:Micro-high,SoilTextureClay:,SoilTextureSand:,SoilTextureSilt:,StoneContent:,SubmissionTimestamp:2019-01-07T15:11:27.982703+00:",52.859,-6.853,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_gart3z0w,2018-12-26T12:53:46.000Z,2019-10-21T11:43:21.000Z
PI040298AD5G200803,55.033,-8.319,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_vaz6avcw,2018-12-29T13:41:03.000Z,2019-05-14T17:50:38.000Z
PI040298AD5I212691,56.731,-2.762,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_p2azjm35,2019-01-02T03:30:19.000Z,2019-06-03T15:08:14.000Z
PI040298AD5I208085,56.732,-2.763,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_fc7sreq9,2018-11-16T16:51:00.000Z,2019-08-20T14:48:18.000Z
PI040297AD5I207143,55.954,-3.188,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_3qvvvyk3,2018-11-02T10:20:53.000Z,2019-04-11T07:45:07.000Z
PI040298AD5I211037,52.254,-6.86,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_vskh0pky,2018-12-10T15:24:21.000Z,2019-04-09T08:49:38.000Z
PI040298AD5I212789,52.288,-6.792,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_a4c0hcrb,2018-12-29T13:42:49.000Z,2019-02-28T15:25:31.000Z
PI040298AD5I211415,52.861,-6.902,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_fan0hvnz,2019-01-09T15:46:46.000Z,2019-02-26T17:14:35.000Z
PI040298AD5J214633,52.86,-6.918,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_gs370w1q,2018-10-01T15:19:10.000Z,2019-08-22T14:01:41.000Z
PI040298AD5J214247,52.86,-6.917,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_p2gpkm6d,2018-10-01T15:50:40.000Z,2018-12-02T13:48:43.000Z
PI040298AD5J215124,52.86,-6.916,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_knhw8pka,2018-10-01T15:38:09.000Z,2019-06-10T12:12:37.000Z
PI040298AD5I212822,52.86,-6.915,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_hrvydss9,2018-10-01T15:31:26.000Z,2019-07-09T09:10:00.000Z
PI040298AD5I213615,56.553,-3.252,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_w218xtkk,2019-01-16T07:07:45.000Z,2019-04-29T09:01:53.000Z
PI040297AD5I207167,56.552,-3.252,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_2vsm7ghq,2018-11-15T13:43:12.000Z,2019-04-28T18:07:39.000Z
PI040297AD5I208864,56.554,-3.251,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_7jx5ys5e,2018-11-15T12:46:49.000Z,2019-04-29T08:59:18.000Z
PI040297AD5I207718,56.553,-3.25,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_f1fvxsa0,2018-11-15T13:11:57.000Z,2019-04-28T17:23:47.000Z
PI040297AD5I206745,56.553,-3.251,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_vbz85zpw,2018-11-15T13:40:29.000Z,2019-01-21T09:55:27.000Z
,56.552,-3.253,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_2adngvvr,2018-11-15T14:07:33.000Z,2019-04-28T19:47:18.000Z
PI040297AD5I208670,56.533,-3.175,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_wxtej0fq,2018-11-08T10:12:41.000Z,2019-01-20T14:12:41.000Z
PI040297AD5I209387,56.533,-3.174,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_xe6ajzhy,2018-11-01T17:46:46.000Z,2019-05-12T13:11:42.000Z
PI040297AD5I206767,56.534,-3.172,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_3c0b12ps,2019-01-20T13:17:44.000Z,2019-01-20T13:47:44.000Z
PI040297AD5I207209,56.552,-3.25,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_yjqjwjjz,2018-11-15T14:52:55.000Z,2019-04-28T19:03:00.000Z
PI040297AD5I206789,56.552,-3.249,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_2gbr1ahs,2018-11-16T16:01:31.000Z,2019-04-29T08:58:38.000Z
PI040297AD5I210091,56.552,-3.251,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_9p3kjmf1,2018-11-16T16:22:48.000Z,2019-04-29T09:47:48.000Z
PI040298AD5G202094,56.522,-3.506,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_yfhxdbg5,2018-11-27T14:57:32.000Z,2019-01-27T11:12:32.000Z
"PI040298AD5I213045. FuturePractice:,Id:515,LandCoverOverlay:,LandCoverTypes:[Additional:[Fruit and nut trees (incl. olives)],Cover:< 5%,Id:4054,Name:Trees,Additional:[],Cover:76-90%,Id:4057,Name:Other ground covering plants (weeds, grasses)],LandManagement:,LandUseArea:Cultivated, agricultural land,LandUseSpot:Field or grazing pasture,Latitude:36.9230156,Longitude:22.6938171,ParcelSize:1  5 ha,Photos:,SensorId:10,SensorMissionManagement:true,SensorOnMulchedGround:false,SensorOvergrown:true,SensorShadedByTrees:false,SlopeAspect:,SlopePosition:Flat,SoilTextureClay:,SoilTextureSand:,SoilTextureSilt:,StoneContent:,SubmissionTimestamp:2019-02-01T09:34:12.755744+00:",52.862,-6.902,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_0bva4sf4,2019-01-09T16:24:43.000Z,2019-07-31T15:16:37.000Z
PI040298AD5I214061,52.862,-6.901,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_p5y03r25,2019-01-09T16:08:14.000Z,2019-09-17T10:38:32.000Z
PI040298AD5I212123,52.863,-6.901,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_yf0sjz7n,2019-01-09T16:15:46.000Z,2019-07-31T15:21:19.000Z
PI040298AD5I211320,52.351,-7.311,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_my3kk20n,2019-01-28T16:59:22.000Z,2019-08-06T13:49:42.000Z
PI040298AD5I211630,52.351,-7.312,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_78ccs58k,2019-01-28T17:10:15.000Z,2019-08-06T14:00:47.000Z
PI040298AD5I212606,52.35,-7.312,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_9zvx8xxd,2019-01-28T17:07:36.000Z,2019-08-06T13:56:47.000Z
"PI040298AD5I213922. FuturePractice:,Id:511,LandCoverOverlay:,LandCoverTypes:[Additional:[Fruit and nut trees (incl. olives)],Cover:< 5%,Id:4054,Name:Trees,Additional:[],Cover:76-90%,Id:4057,Name:Other ground covering plants (weeds, grasses)],LandManagement:,LandUseArea:Cultivated, agricultural land,LandUseSpot:Field or grazing pasture,Latitude:36.923008,Longitude:22.6940022,ParcelSize:1  5 ha,Photos:,SensorId:06,SensorMissionManagement:true,SensorOnMulchedGround:false,SensorOvergrown:true,SensorShadedByTrees:true,SlopeAspect:,SlopePosition:Flat,SoilTextureClay:,SoilTextureSand:,SoilTextureSilt:,StoneContent:,SubmissionTimestamp:2019-02-01T09:24:25.691727+00:",53.351,-7.317,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_0ptxrdzm,2019-01-28T17:18:17.000Z,2019-08-06T13:53:25.000Z
PI040298AD5I209019,52.713,-7.111,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_mh0b07tj,2019-01-26T15:32:45.000Z,2019-02-19T10:17:25.000Z
PI040298AD5I211419,52.7,-6.959,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_a9dhzqa4,2019-02-04T10:26:41.000Z,2019-10-20T13:38:44.000Z
PI040298AD5I212989,52.299,-6.454,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_xjd60n10,2019-02-03T10:48:48.000Z,2019-10-13T15:39:43.000Z
